Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
0,1100,700,231.827020151489,-85,-85,25.906018829630398,25.7492610641292,1350,700,206.97768360538012,13.89786008590057
1,1100,700,231.827020151489,24.332711411139446,23.769789312347285,-85,-85,1350,700,220.87554369128068,13.89786008590057
2,1100,700,231.827020151489,19.914354227256315,17.51315549939211,-85,-85,1350,700,234.77340377718124,13.89786008590057
3,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,248.6712638630818,13.89786008590057
4,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,262.5691239489824,13.89786008590057
5,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,276.46698403488296,13.89786008590057
6,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,290.3648441207835,13.89786008590057
7,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,304.2627042066841,13.89786008590057
8,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,318.16056429258464,13.89786008590057
9,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,332.0584243784852,13.89786008590057
10,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,345.95628446438576,13.89786008590057
11,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,359.8541445502863,13.89786008590057
12,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,13.752004636186882,13.89786008590057
13,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,27.64986472208745,13.89786008590057
14,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,41.54772480798802,13.89786008590057
15,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,55.44558489388859,13.89786008590057
16,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,69.34344497978915,13.89786008590057
17,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,83.24130506568973,13.89786008590057
18,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,97.1391651515903,13.89786008590057
19,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,111.03702523749088,13.89786008590057
20,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,124.93488532339146,13.89786008590057
21,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,138.83274540929202,13.89786008590057
22,1100,700,231.827020151489,14.513447644213304,18.47430475951294,-85,-85,1350,700,152.73060549519258,13.89786008590057
23,1100,700,231.827020151489,23.31969953712386,23.971022246457757,-85,-85,1350,700,166.62846558109314,13.89786008590057
24,1100,700,231.827020151489,25.452908776355446,25.614204328866276,-85,-85,1350,700,180.5263256669937,13.89786008590057
25,1100,700,231.827020151489,26.074956048612798,26.077602459396946,-85,-85,1350,700,194.42418575289426,13.89786008590057
26,1100,700,231.827020151489,25.684904084789977,25.536951728381826,-85,-85,1350,700,208.32204583879482,13.89786008590057
27,1100,700,231.827020151489,23.97102224645776,23.553218972269416,-85,-85,1350,700,222.21990592469538,13.89786008590057
28,1100,700,231.827020151489,19.25639156218219,16.269948115724716,-85,-85,1350,700,236.11776601059594,13.89786008590057
29,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,250.0156260964965,13.89786008590057
30,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,263.9134861823971,13.89786008590057
31,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,277.81134626829765,13.89786008590057
32,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,291.7092063541982,13.89786008590057
33,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,305.6070664400988,13.89786008590057
34,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,319.50492652599934,13.89786008590057
35,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,333.4027866118999,13.89786008590057
36,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,347.30064669780046,13.89786008590057
37,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,1.1985067837010206,13.89786008590057
38,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,15.09636686960159,13.89786008590057
39,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,28.99422695550216,13.89786008590057
40,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,42.89208704140273,13.89786008590057
41,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,56.7899471273033,13.89786008590057
42,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,70.68780721320387,13.89786008590057
43,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,84.58566729910444,13.89786008590057
44,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,98.48352738500502,13.89786008590057
45,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,112.3813874709056,13.89786008590057
46,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,126.27924755680617,13.89786008590057
47,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,140.17710764270674,13.89786008590057
48,1100,700,231.827020151489,16.269948115724727,19.25639156218217,-85,-85,1350,700,154.0749677286073,13.89786008590057
49,1100,700,231.827020151489,23.553218972269416,24.1582774269213,-85,-85,1350,700,167.97282781450787,13.89786008590057
50,1100,700,231.827020151489,25.536951728381826,25.7492610641292,-85,-85,1350,700,181.87068790040843,13.89786008590057
51,1100,700,231.827020151489,26.077602459396946,26.067010357935978,-85,-85,1350,700,195.768547986309,13.89786008590057
52,1100,700,231.827020151489,25.614204328866276,25.361807294499556,-85,-85,1350,700,209.66640807220955,13.89786008590057
53,1100,700,231.827020151489,23.769789312347285,23.319699537123853,-85,-85,1350,700,223.5642681581101,13.89786008590057
54,1100,700,231.827020151489,17.51315549939211,14.513447644213265,-85,-85,1350,700,237.46212824401067,13.89786008590057
55,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,251.35998832991123,13.89786008590057
56,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,265.2578484158118,13.89786008590057
57,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,279.15570850171235,13.89786008590057
58,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,293.0535685876129,13.89786008590057
59,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,306.9514286735135,13.89786008590057
60,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,320.84928875941404,13.89786008590057
61,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,334.7471488453146,13.89786008590057
62,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,348.64500893121516,13.89786008590057
63,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,2.54286901711572,13.89786008590057
64,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,16.440729103016288,13.89786008590057
65,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,30.338589188916856,13.89786008590057
66,1100,700,231.827020151489,-85,-85,-85,-85,1350,700,44.236449274817424,13.89786008590057
