Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
0,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,64.22220860534946,15.982755475000028
1,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,80.2049640803495,15.982755475000028
2,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,96.18771955534953,15.982755475000028
3,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,112.17047503034956,15.982755475000028
4,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,128.1532305053496,15.982755475000028
5,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,144.13598598034963,15.982755475000028
6,1100,700,59.998009915086925,-85,-85,19.91435422725632,21.41811930585211,1350,700,160.11874145534966,15.982755475000028
7,1100,700,59.998009915086925,-85,-85,24.646943359767004,25.042923900792417,1350,700,176.1014969303497,15.982755475000028
8,1100,700,59.998009915086925,-85,-85,25.9816463993744,26.053745949214605,1350,700,192.08425240534973,15.982755475000028
9,1100,700,59.998009915086925,-85,-85,25.859665714847075,25.684904084789977,1350,700,208.06700788034976,15.982755475000028
10,1100,700,59.998009915086925,-85,-85,24.1582774269213,23.553218972269416,1350,700,224.0497633553498,15.982755475000028
11,1100,700,59.998009915086925,-85,-85,17.51315549939211,11.50579409835762,1350,700,240.03251883034983,15.982755475000028
12,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,256.01527430534986,15.982755475000028
13,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,271.9980297803499,15.982755475000028
14,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,287.98078525534993,15.982755475000028
15,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,303.96354073034996,15.982755475000028
16,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,319.94629620535,15.982755475000028
17,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,335.92905168035,15.982755475000028
18,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,351.91180715535006,15.982755475000028
19,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,7.894562630350094,15.982755475000028
20,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,23.87731810535012,15.982755475000028
21,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,39.86007358035015,15.982755475000028
22,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,55.84282905535017,15.982755475000028
23,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,71.8255845303502,15.982755475000028
24,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,87.80834000535023,15.982755475000028
25,1100,700,59.998009915086925,-85,-85,-85,-85,1350,700,103.79109548035026,15.982755475000028
