Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
0,1100,700,44.9914622264463,-85,26.011117049096303,25.906018829630398,-85,1350,700,203.01910375917194,15.703414634058902
1,1100,700,44.9914622264463,-85,-85,-85,24.495315191602927,1350,700,218.72251839323084,15.703414634058902
2,1100,700,44.9914622264463,-85,-85,-85,19.914354227256315,1350,700,234.42593302728974,15.703414634058902
3,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,250.12934766134865,15.703414634058902
4,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,265.8327622954075,15.703414634058902
5,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,281.5361769294664,15.703414634058902
6,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,297.2395915635253,15.703414634058902
7,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,312.9430061975842,15.703414634058902
8,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,328.6464208316431,15.703414634058902
9,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,344.34983546570203,15.703414634058902
10,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,0.053250099760930425,15.703414634058902
11,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,15.756664733819832,15.703414634058902
12,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,31.460079367878734,15.703414634058902
13,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,47.163494001937636,15.703414634058902
14,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,62.86690863599654,15.703414634058902
15,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,78.57032327005544,15.703414634058902
16,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,94.27373790411434,15.703414634058902
17,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,109.97715253817324,15.703414634058902
18,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,125.68056717223214,15.703414634058902
19,1100,700,44.9914622264463,-85,-85,-85,-85,1350,700,141.38398180629105,15.703414634058902
20,1100,700,44.9914622264463,-85,-85,-85,19.91435422725632,1350,700,157.08739644034995,15.703414634058902
21,1100,700,44.9914622264463,-85,-85,-85,24.646943359767004,1350,700,172.79081107440885,15.703414634058902
22,1100,700,44.9914622264463,-85,-85,-85,25.946643644493044,1350,700,188.49422570846775,15.703414634058902
