Tick,Aircraft X,Aircraft Y,Aircraft Heading,A1,A2,A3,A4,Radar X,Radar Y,Radar Azimuth,Radar RPM
0,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,244.91221764392844,12.772450207275147
1,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,257.6846678512036,12.772450207275147
2,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,270.4571180584787,12.772450207275147
3,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,283.22956826575387,12.772450207275147
4,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,296.002018473029,12.772450207275147
5,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,308.77446868030415,12.772450207275147
6,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,321.5469188875793,12.772450207275147
7,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,334.31936909485444,12.772450207275147
8,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,347.0918193021296,12.772450207275147
9,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,359.8642695094047,12.772450207275147
10,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,12.636719716679863,12.772450207275147
11,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,25.409169923955012,12.772450207275147
12,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,38.18162013123016,12.772450207275147
13,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,50.95407033850531,12.772450207275147
14,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,63.72652054578046,12.772450207275147
15,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,76.4989707530556,12.772450207275147
16,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,89.27142096033074,12.772450207275147
17,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,102.04387116760589,12.772450207275147
18,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,114.81632137488103,12.772450207275147
19,1100,700,181.0991591397909,-85,-85,-85,-85,1350,700,127.58877158215617,12.772450207275147
